3999010
988, 988
(115.8, 2387.9), (116.1, 2387.9)
(115.8, 10000), (115.8, 2387.9)
(115.8, 10000), (9949.9, 10000)
(115.9, 2388.1), (115.9, 9999.9)
(115.9, 9999.9), (135.8, 9999.9)
(116.1, 2387.9), (116.1, 2388.1)
(116.1, 2388.1), (115.9, 2388.1)
(135.8, 977.9), (136.1, 977.9)
(135.8, 9999.9), (135.8, 977.9)
(135.9, 978.1), (135.9, 9999.9)
(135.9, 9999.9), (136.8, 9999.9)
(136.1, 977.9), (136.1, 978.1)
(136.1, 978.1), (135.9, 978.1)
(136.8, 9540.9), (137.1, 9540.9)
(136.8, 9999.9), (136.8, 9540.9)
(136.9, 9541.1), (136.9, 9999.9)
(136.9, 9999.9), (235.8, 9999.9)
(137.1, 9540.9), (137.1, 9541.1)
(137.1, 9541.1), (136.9, 9541.1)
(235.8, 3953.9), (236.1, 3953.9)
(235.8, 9999.9), (235.8, 3953.9)
(235.9, 3954.1), (235.9, 9999.9)
(235.9, 9999.9), (248.8, 9999.9)
(236.1, 3953.9), (236.1, 3954.1)
(236.1, 3954.1), (235.9, 3954.1)
(248.8, 1312.9), (249.1, 1312.9)
(248.8, 9999.9), (248.8, 1312.9)
(248.9, 1313.1), (248.9, 9999.9)
(248.9, 9999.9), (251.8, 9999.9)
(249.1, 1312.9), (249.1, 1313.1)
(249.1, 1313.1), (248.9, 1313.1)
(251.8, 3800.9), (252.1, 3800.9)
(251.8, 9999.9), (251.8, 3800.9)
(251.9, 3801.1), (251.9, 9732.9)
(251.9, 9732.9), (252.1, 9732.9)
(251.9, 9733.1), (251.9, 9999.9)
(251.9, 9999.9), (384.8, 9999.9)
(252.1, 9732.9), (252.1, 9733.1)
(252.1, 9733.1), (251.9, 9733.1)
(252.1, 3800.9), (252.1, 3801.1)
(252.1, 3801.1), (251.9, 3801.1)
(384.8, 5657.9), (385.1, 5657.9)
(384.8, 9999.9), (384.8, 5657.9)
(384.9, 5658.1), (384.9, 9999.9)
(384.9, 9999.9), (400.8, 9999.9)
(385.1, 5657.9), (385.1, 5658.1)
(385.1, 5658.1), (384.9, 5658.1)
(400.8, 4682.9), (401.1, 4682.9)
(400.8, 9999.9), (400.8, 4682.9)
(400.9, 4683.1), (400.9, 9999.9)
(400.9, 9999.9), (404.8, 9999.9)
(401.1, 4682.9), (401.1, 4683.1)
(401.1, 4683.1), (400.9, 4683.1)
(404.8, 1149.9), (405.1, 1149.9)
(404.8, 9999.9), (404.8, 1149.9)
(404.9, 1150.1), (404.9, 9999.9)
(404.9, 9999.9), (518.8, 9999.9)
(405.1, 1149.9), (405.1, 1150.1)
(405.1, 1150.1), (404.9, 1150.1)
(518.8, 1830.9), (519.1, 1830.9)
(518.8, 9999.9), (518.8, 1830.9)
(518.9, 1831.1), (518.9, 9999.9)
(518.9, 9999.9), (528.8, 9999.9)
(519.1, 1830.9), (519.1, 1831.1)
(519.1, 1831.1), (518.9, 1831.1)
(528.8, 2941.9), (529.1, 2941.9)
(528.8, 9999.9), (528.8, 2941.9)
(528.9, 2942.1), (528.9, 9999.9)
(528.9, 9999.9), (539.8, 9999.9)
(529.1, 2941.9), (529.1, 2942.1)
(529.1, 2942.1), (528.9, 2942.1)
(539.8, 9742.9), (540.1, 9742.9)
