156149377
998, 998
(0.1, 0.1), (0.1, 9999.9)
(0.1, 9999.9), (41.8, 9999.9)
(41.8, 8424.9), (42.1, 8424.9)
(41.8, 9999.9), (41.8, 8424.9)
(41.9, 8425.1), (41.9, 9999.9)
(41.9, 9999.9), (62.8, 9999.9)
(42.1, 8424.9), (42.1, 8425.1)
(42.1, 8425.1), (41.9, 8425.1)
(62.8, 5576.9), (63.1, 5576.9)
(62.8, 9999.9), (62.8, 5576.9)
(62.9, 5577.1), (62.9, 9999.9)
(62.9, 9999.9), (126.8, 9999.9)
(63.1, 5576.9), (63.1, 5577.1)
(63.1, 5577.1), (62.9, 5577.1)
(126.8, 1811.9), (127.1, 1811.9)
(126.8, 9999.9), (126.8, 1811.9)
(126.9, 1812.1), (126.9, 9999.9)
(126.9, 9999.9), (128.8, 9999.9)
(127.1, 1811.9), (127.1, 1812.1)
(127.1, 1812.1), (126.9, 1812.1)
(128.8, 5107.9), (129.1, 5107.9)
(128.8, 9999.9), (128.8, 5107.9)
(128.9, 5108.1), (128.9, 9999.9)
(128.9, 9999.9), (170.8, 9999.9)
(129.1, 5107.9), (129.1, 5108.1)
(129.1, 5108.1), (128.9, 5108.1)
(170.8, 2012.9), (171.1, 2012.9)
(170.8, 9999.9), (170.8, 2012.9)
(170.9, 2013.1), (170.9, 9999.9)
(170.9, 9999.9), (305.8, 9999.9)
(171.1, 2012.9), (171.1, 2013.1)
(171.1, 2013.1), (170.9, 2013.1)
(305.8, 5879.9), (306.1, 5879.9)
(305.8, 9999.9), (305.8, 5879.9)
(305.9, 5880.1), (305.9, 9999.9)
(305.9, 9999.9), (306.8, 9999.9)
(306.1, 5879.9), (306.1, 5880.1)
(306.1, 5880.1), (305.9, 5880.1)
(306.8, 3071.9), (307.1, 3071.9)
(306.8, 9999.9), (306.8, 3071.9)
(306.9, 3072.1), (306.9, 9999.9)
(306.9, 9999.9), (360.8, 9999.9)
(307.1, 3071.9), (307.1, 3072.1)
(307.1, 3072.1), (306.9, 3072.1)
(360.8, 6092.9), (361.1, 6092.9)
(360.8, 9999.9), (360.8, 6092.9)
(360.9, 6093.1), (360.9, 9999.9)
(360.9, 9999.9), (411.8, 9999.9)
(361.1, 6092.9), (361.1, 6093.1)
(361.1, 6093.1), (360.9, 6093.1)
(411.8, 8504.9), (412.1, 8504.9)
(411.8, 9999.9), (411.8, 8504.9)
(411.9, 8505.1), (411.9, 9999.9)
(411.9, 9999.9), (449.8, 9999.9)
(412.1, 8504.9), (412.1, 8505.1)
(412.1, 8505.1), (411.9, 8505.1)
(449.8, 9757.9), (450.1, 9757.9)
(449.8, 9999.9), (449.8, 9757.9)
(449.9, 9758.1), (449.9, 9999.9)
(449.9, 9999.9), (460.8, 9999.9)
(450.1, 9757.9), (450.1, 9758.1)
(450.1, 9758.1), (449.9, 9758.1)
(460.8, 9393.9), (461.1, 9393.9)
(460.8, 9999.9), (460.8, 9393.9)
(460.9, 9394.1), (460.9, 9999.9)
(460.9, 9999.9), (488.8, 9999.9)
(461.1, 9393.9), (461.1, 9394.1)
(461.1, 9394.1), (460.9, 9394.1)
(488.8, 9985.9), (489.1, 9985.9)
(488.8, 9999.9), (488.8, 9985.9)
(488.9, 9986.1), (488.9, 9999.9)
(488.9, 9999.9), (500.8, 9999.9)
(489.1, 9985.9), (489.1, 9986.1)
(489.1, 9986.1), (488.9, 9986.1)
(500.8, 2324.9), (501.1, 2324.9)
(500.8, 9999.9), (500.8, 2324.9)
(500.9, 2325.1), (500.9, 9999.9)
(500.9, 9999.9), (531.8, 9999.9)
(501.1, 2324.9), (501.1, 2325.1)
(501.1, 2325.1), (500.9, 2325.1)
(531.8, 7018.9), (532.1, 7018.9)
(531.8, 9999.9), (531.8, 7018.9)
(531.9, 7019.1), (531.9, 9999.9)
(531.9, 9999.9), (639.8, 9999.9)
(532.1, 7018.9), (532.1, 7019.1)
(532.1, 7019.1), (531.9, 7019.1)
(639.8, 6831.9), (640.1, 6831.9)
(639.8, 9999.9), (639.8, 6831.9)
(639.9, 6832.1), (639.9, 9999.9)
(639.9, 9999.9), (692.8, 9999.9)
(640.1, 6831.9), (640.1, 6832.1)
(640.1, 6832.1), (639.9, 6832.1)
(692.8, 3798.9), (693.1, 3798.9)
(692.8, 9999.9), (692.8, 3798.9)
(692.9, 3799.1), (692.9, 9999.9)
(692.9, 9999.9), (741.8, 9999.9)
(693.1, 3798.9), (693.1, 3799.1)
(693.1, 3799.1), (692.9, 3799.1)
(741.8, 767.9), (742.1, 767.9)
(741.8, 9999.9), (741.8, 767.9)
(741.9, 768.1), (741.9, 9999.9)
(741.9, 9999.9), (744.8, 9999.9)
(742.1, 767.9), (742.1, 768.1)
(742.1, 768.1), (741.9, 768.1)
(744.8, 3361.9), (745.1, 3361.9)
