45590478
1000, 1000
(0, 0), (0, 10000)
(0, 0), (10000, 0)
(0, 10000), (17, 10000)
(17, 0.5), (17, 10000)
(17, 0.5), (22, 0.5)
(22, 0.5), (22, 10000)
(22, 10000), (36, 10000)
(36, 0.5), (36, 10000)
(36, 0.5), (38, 0.5)
(38, 0.5), (38, 10000)
(38, 10000), (87, 10000)
(87, 0.5), (87, 10000)
(87, 0.5), (89, 0.5)
(89, 0.5), (89, 10000)
(89, 10000), (98, 10000)
(98, 0.5), (98, 10000)
(98, 0.5), (116, 0.5)
(116, 0.5), (116, 10000)
(116, 10000), (144, 10000)
(144, 0.5), (144, 10000)
(144, 0.5), (146, 0.5)
(146, 0.5), (146, 10000)
(146, 10000), (154, 10000)
(154, 0.5), (154, 10000)
(154, 0.5), (156, 0.5)
(156, 0.5), (156, 10000)
(156, 10000), (197, 10000)
(197, 0.5), (197, 10000)
(197, 0.5), (199, 0.5)
(199, 0.5), (199, 10000)
(199, 10000), (233, 10000)
(233, 0.5), (233, 10000)
(233, 0.5), (235, 0.5)
(235, 0.5), (235, 10000)
(235, 10000), (272, 10000)
(272, 0.5), (272, 10000)
(272, 0.5), (274, 0.5)
(274, 0.5), (274, 10000)
(274, 10000), (293, 10000)
(293, 0.5), (293, 10000)
(293, 0.5), (304, 0.5)
(304, 0.5), (304, 10000)
(304, 10000), (305, 10000)
(305, 0.5), (305, 10000)
(305, 0.5), (308, 0.5)
(308, 0.5), (308, 10000)
(308, 10000), (387, 10000)
(387, 0.5), (387, 10000)
(387, 0.5), (396, 0.5)
(396, 0.5), (396, 10000)
(396, 10000), (453, 10000)
(453, 0.5), (453, 10000)
(453, 0.5), (455, 0.5)
(455, 0.5), (455, 10000)
(455, 10000), (486, 10000)
(486, 0.5), (486, 10000)
(486, 0.5), (493, 0.5)
(493, 0.5), (493, 10000)
(493, 10000), (511, 10000)
(511, 0.5), (511, 10000)
(511, 0.5), (513, 0.5)
(513, 0.5), (513, 10000)
(513, 10000), (530, 10000)
(530, 0.5), (530, 10000)
(530, 0.5), (532, 0.5)
(532, 0.5), (532, 10000)
(532, 10000), (538, 10000)
(538, 0.5), (538, 10000)
(538, 0.5), (571, 0.5)
(571, 0.5), (571, 10000)
(571, 10000), (578, 10000)
(578, 0.5), (578, 10000)
(578, 0.5), (580, 0.5)
(580, 0.5), (580, 10000)
(580, 10000), (598, 10000)
(598, 0.5), (598, 10000)
(598, 0.5), (611, 0.5)
(611, 0.5), (611, 10000)
(611, 10000), (625, 10000)
(625, 0.5), (625, 10000)
(625, 0.5), (627, 0.5)
(627, 0.5), (627, 10000)
(627, 10000), (638, 10000)
(638, 0.5), (638, 10000)
(638, 0.5), (642, 0.5)
(642, 0.5), (642, 10000)
(642, 10000), (689, 10000)
(689, 0.5), (689, 10000)
(689, 0.5), (700, 0.5)
(700, 0.5), (700, 10000)
(700, 10000), (701, 10000)
(701, 0.5), (701, 10000)
(701, 0.5), (703, 0.5)
(703, 0.5), (703, 10000)
(703, 10000), (712, 10000)
(712, 0.5), (712, 10000)
(712, 0.5), (714, 0.5)
(714, 0.5), (714, 10000)
(714, 10000), (799, 10000)
(799, 0.5), (799, 10000)
(799, 0.5), (801, 0.5)
(801, 0.5), (801, 10000)
(801, 10000), (833, 10000)
(833, 0.5), (833, 10000)
(833, 0.5), (835, 0.5)
(835, 0.5), (835, 10000)
(835, 10000), (837, 10000)
(837, 0.5), (837, 10000)
(837, 0.5), (847, 0.5)
(847, 0.5), (847, 10000)
(847, 10000), (864, 10000)
(864, 0.5), (864, 10000)
(864, 0.5), (871, 0.5)
(871, 0.5), (871, 10000)
(871, 10000), (882, 10000)
(882, 0.5), (882, 10000)
(882, 0.5), (884, 0.5)
(884, 0.5), (884, 10000)
(884, 10000), (935, 10000)
(935, 0.5), (935, 10000)
(935, 0.5), (967, 0.5)
(967, 0.5), (967, 10000)
(967, 10000), (987, 10000)
(987, 0.5), (987, 10000)
(987, 0.5), (1011, 0.5)
(1011, 0.5), (1011, 10000)
(1011, 10000), (1027, 10000)
(1027, 0.5), (1027, 10000)
(1027, 0.5), (1029, 0.5)
(1029, 0.5), (1029, 10000)
(1029, 10000), (1068, 10000)
(1068, 0.5), (1068, 10000)
(1068, 0.5), (1096, 0.5)
(1096, 0.5), (1096, 10000)
(1096, 10000), (1115, 10000)
(1115, 0.5), (1115, 10000)
(1115, 0.5), (1139, 0.5)
(1139, 0.5), (1139, 10000)
(1139, 10000), (1163, 10000)
(1163, 0.5), (1163, 10000)
(1163, 0.5), (1171, 0.5)
(1171, 0.5), (1171, 10000)
(1171, 10000), (1252, 10000)
(1252, 0.5), (1252, 10000)
(1252, 0.5), (1254, 0.5)
(1254, 0.5), (1254, 10000)
(1254, 10000), (1310, 10000)
(1310, 0.5), (1310, 10000)
(1310, 0.5), (1312, 0.5)
(1312, 0.5), (1312, 10000)
(1312, 10000), (1337, 10000)
(1337, 0.5), (1337, 10000)
(1337, 0.5), (1339, 0.5)
(1339, 0.5), (1339, 10000)
(1339, 10000), (1397, 10000)
(1397, 0.5), (1397, 10000)
(1397, 0.5), (1399, 0.5)
(1399, 0.5), (1399, 10000)
(1399, 10000), (1404, 10000)
(1404, 0.5), (1404, 10000)
(1404, 0.5), (1412, 0.5)
(1412, 0.5), (1412, 10000)
(1412, 10000), (1442, 10000)
(1442, 0.5), (1442, 10000)
(1442, 0.5), (1470, 0.5)
(1470, 0.5), (1470, 10000)
(1470, 10000), (1478, 10000)
(1478, 0.5), (1478, 10000)
(1478, 0.5), (1503, 0.5)
(1503, 0.5), (1503, 10000)
(1503, 10000), (1540, 10000)
(1540, 0.5), (1540, 10000)
(1540, 0.5), (1542, 0.5)
(1542, 0.5), (1542, 10000)
(1542, 10000), (1545, 10000)
(1545, 0.5), (1545, 10000)
(1545, 0.5), (1547, 0.5)
(1547, 0.5), (1547, 10000)
(1547, 10000), (1566, 10000)
(1566, 0.5), (1566, 10000)
(1566, 0.5), (1568, 0.5)
(1568, 0.5), (1568, 10000)
(1568, 10000), (1603, 10000)
(1603, 0.5), (1603, 10000)
(1603, 0.5), (1616, 0.5)
(1616, 0.5), (1616, 10000)
(1616, 10000), (1789, 10000)
(1789, 0.5), (1789, 10000)
(1789, 0.5), (1791, 0.5)
(1791, 0.5), (1791, 10000)
(1791, 10000), (1820, 10000)
(1820, 0.5), (1820, 10000)
(1820, 0.5), (1822, 0.5)
(1822, 0.5), (1822, 10000)
(1822, 10000), (1827, 10000)
(1827, 0.5), (1827, 10000)
(1827, 0.5), (1836, 0.5)
(1836, 0.5), (1836, 10000)
(1836, 10000), (1841, 10000)
(1841, 0.5), (1841, 10000)
(1841, 0.5), (1843, 0.5)
(1843, 0.5), (1843, 10000)
(1843, 10000), (1844, 10000)
(1844, 0.5), (1844, 10000)
(1844, 0.5), (1846, 0.5)
(1846, 0.5), (1846, 10000)
(1846, 10000), (1871, 10000)
