37754192
1000, 1000
(66, 0), (66, 10000)
(66, 0), (9980, 0)
(66, 10000), (77, 10000)
(77, 0.5), (77, 10000)
(77, 0.5), (79, 0.5)
(79, 0.5), (79, 10000)
(79, 10000), (105, 10000)
(105, 0.5), (105, 10000)
(105, 0.5), (117, 0.5)
(117, 0.5), (117, 10000)
(117, 10000), (155, 10000)
(155, 0.5), (155, 10000)
(155, 0.5), (167, 0.5)
(167, 0.5), (167, 10000)
(167, 10000), (190, 10000)
(190, 0.5), (190, 10000)
(190, 0.5), (249, 0.5)
(249, 0.5), (249, 10000)
(249, 10000), (282, 10000)
(282, 0.5), (282, 10000)
(282, 0.5), (284, 0.5)
(284, 0.5), (284, 10000)
(284, 10000), (291, 10000)
(291, 0.5), (291, 10000)
(291, 0.5), (295, 0.5)
(295, 0.5), (295, 10000)
(295, 10000), (296, 10000)
(296, 0.5), (296, 10000)
(296, 0.5), (298, 0.5)
(298, 0.5), (298, 10000)
(298, 10000), (314, 10000)
(314, 0.5), (314, 10000)
(314, 0.5), (321, 0.5)
(321, 0.5), (321, 10000)
(321, 10000), (341, 10000)
(341, 0.5), (341, 10000)
(341, 0.5), (353, 0.5)
(353, 0.5), (353, 10000)
(353, 10000), (369, 10000)
(369, 0.5), (369, 10000)
(369, 0.5), (378, 0.5)
(378, 0.5), (378, 10000)
(378, 10000), (416, 10000)
(416, 0.5), (416, 10000)
(416, 0.5), (440, 0.5)
(440, 0.5), (440, 10000)
(440, 10000), (444, 10000)
(444, 0.5), (444, 10000)
(444, 0.5), (479, 0.5)
(479, 0.5), (479, 10000)
(479, 10000), (492, 10000)
(492, 0.5), (492, 10000)
(492, 0.5), (508, 0.5)
(508, 0.5), (508, 10000)
(508, 10000), (517, 10000)
(517, 0.5), (517, 10000)
(517, 0.5), (532, 0.5)
(532, 0.5), (532, 10000)
(532, 10000), (564, 10000)
(564, 0.5), (564, 10000)
(564, 0.5), (568, 0.5)
(568, 0.5), (568, 10000)
(568, 10000), (574, 10000)
(574, 0.5), (574, 10000)
(574, 0.5), (578, 0.5)
(578, 0.5), (578, 10000)
(578, 10000), (603, 10000)
(603, 0.5), (603, 10000)
(603, 0.5), (650, 0.5)
(650, 0.5), (650, 10000)
(650, 10000), (675, 10000)
(675, 0.5), (675, 10000)
(675, 0.5), (677, 0.5)
(677, 0.5), (677, 10000)
(677, 10000), (686, 10000)
(686, 0.5), (686, 10000)
