52821689
1000, 1000
(0, 0), (0, 10000)
(0, 0), (7950, 0)
(0, 10000), (16, 10000)
(16, 0.5), (16, 10000)
(16, 0.5), (18, 0.5)
(18, 0.5), (18, 10000)
(18, 10000), (54, 10000)
(54, 0.5), (54, 10000)
(54, 0.5), (56, 0.5)
(56, 0.5), (56, 10000)
(56, 10000), (70, 10000)
(70, 0.5), (70, 10000)
(70, 0.5), (72, 0.5)
(72, 0.5), (72, 10000)
(72, 10000), (98, 10000)
(98, 0.5), (98, 10000)
(98, 0.5), (100, 0.5)
(100, 0.5), (100, 10000)
(100, 10000), (136, 10000)
(136, 0.5), (136, 10000)
(136, 0.5), (153, 0.5)
(153, 0.5), (153, 10000)
(153, 10000), (181, 10000)
(181, 0.5), (181, 10000)
(181, 0.5), (183, 0.5)
(183, 0.5), (183, 10000)
(183, 10000), (204, 10000)
(204, 0.5), (204, 10000)
(204, 0.5), (206, 0.5)
(206, 0.5), (206, 10000)
(206, 10000), (227, 10000)
(227, 0.5), (227, 10000)
(227, 0.5), (231, 0.5)
(231, 0.5), (231, 10000)
(231, 10000), (272, 10000)
(272, 0.5), (272, 10000)
(272, 0.5), (274, 0.5)
(274, 0.5), (274, 10000)
(274, 10000), (299, 10000)
(299, 0.5), (299, 10000)
(299, 0.5), (305, 0.5)
(305, 0.5), (305, 10000)
(305, 10000), (329, 10000)
(329, 0.5), (329, 10000)
(329, 0.5), (332, 0.5)
(332, 0.5), (332, 10000)
(332, 10000), (365, 10000)
(365, 0.5), (365, 10000)
(365, 0.5), (367, 0.5)
(367, 0.5), (367, 10000)
(367, 10000), (371, 10000)
(371, 0.5), (371, 10000)
(371, 0.5), (373, 0.5)
(373, 0.5), (373, 10000)
(373, 10000), (448, 10000)
(448, 0.5), (448, 10000)
(448, 0.5), (450, 0.5)
(450, 0.5), (450, 10000)
(450, 10000), (467, 10000)
(467, 0.5), (467, 10000)
(467, 0.5), (481, 0.5)
(481, 0.5), (481, 10000)
(481, 10000), (528, 10000)
(528, 0.5), (528, 10000)
(528, 0.5), (541, 0.5)
(541, 0.5), (541, 10000)
(541, 10000), (556, 10000)
(556, 0.5), (556, 10000)
(556, 0.5), (558, 0.5)
(558, 0.5), (558, 10000)
(558, 10000), (606, 10000)
(606, 0.5), (606, 10000)
(606, 0.5), (617, 0.5)
(617, 0.5), (617, 10000)
(617, 10000), (670, 10000)
(670, 0.5), (670, 10000)
(670, 0.5), (672, 0.5)
(672, 0.5), (672, 10000)
(672, 10000), (718, 10000)
(718, 0.5), (718, 10000)
(718, 0.5), (722, 0.5)
(722, 0.5), (722, 10000)
(722, 10000), (770, 10000)
(770, 0.5), (770, 10000)
(770, 0.5), (772, 0.5)
(772, 0.5), (772, 10000)
(772, 10000), (801, 10000)
(801, 0.5), (801, 10000)
(801, 0.5), (803, 0.5)
(803, 0.5), (803, 10000)
(803, 10000), (840, 10000)
(840, 0.5), (840, 10000)
(840, 0.5), (842, 0.5)
(842, 0.5), (842, 10000)
