16896192
1000, 1000
(11, 0), (11, 10000)
(11, 0), (9988, 0)
(11, 10000), (15, 10000)
(15, 0.5), (15, 10000)
(15, 0.5), (73, 0.5)
(73, 0.5), (73, 10000)
(73, 10000), (73.5, 10000)
(73.5, 0.5), (73.5, 10000)
(73.5, 0.5), (128, 0.5)
(128, 0.5), (128, 10000)
(128, 10000), (135, 10000)
(135, 0.5), (135, 10000)
(135, 0.5), (152, 0.5)
(152, 0.5), (152, 10000)
(152, 10000), (158, 10000)
(158, 0.5), (158, 10000)
(158, 0.5), (160, 0.5)
(160, 0.5), (160, 10000)
(160, 10000), (163, 10000)
(163, 0.5), (163, 10000)
(163, 0.5), (182, 0.5)
(182, 0.5), (182, 10000)
(182, 10000), (187, 10000)
(187, 0.5), (187, 10000)
(187, 0.5), (260, 0.5)
(260, 0.5), (260, 10000)
(260, 10000), (265, 10000)
(265, 0.5), (265, 10000)
(265, 0.5), (268, 0.5)
(268, 0.5), (268, 10000)
(268, 10000), (270, 10000)
(270, 0.5), (270, 10000)
(270, 0.5), (300, 0.5)
(300, 0.5), (300, 10000)
(300, 10000), (302, 10000)
(302, 0.5), (302, 10000)
(302, 0.5), (363, 0.5)
(363, 0.5), (363, 10000)
(363, 10000), (376, 10000)
(376, 0.5), (376, 10000)
(376, 0.5), (431, 0.5)
(431, 0.5), (431, 10000)
(431, 10000), (435, 10000)
(435, 0.5), (435, 10000)
(435, 0.5), (462, 0.5)
(462, 0.5), (462, 10000)
(462, 10000), (470, 10000)
(470, 0.5), (470, 10000)
(470, 0.5), (494, 0.5)
(494, 0.5), (494, 10000)
(494, 10000), (503, 10000)
(503, 0.5), (503, 10000)
(503, 0.5), (515, 0.5)
(515, 0.5), (515, 10000)
(515, 10000), (529, 10000)
(529, 0.5), (529, 10000)
(529, 0.5), (568, 0.5)
(568, 0.5), (568, 10000)
(568, 10000), (569, 10000)
(569, 0.5), (569, 10000)
(569, 0.5), (603, 0.5)
(603, 0.5), (603, 10000)
(603, 10000), (608, 10000)
(608, 0.5), (608, 10000)
(608, 0.5), (641, 0.5)
(641, 0.5), (641, 10000)
(641, 10000), (648, 10000)
(648, 0.5), (648, 10000)
(648, 0.5), (673, 0.5)
(673, 0.5), (673, 10000)
(673, 10000), (675, 10000)
(675, 0.5), (675, 10000)
(675, 0.5), (728, 0.5)
(728, 0.5), (728, 10000)
(728, 10000), (732, 10000)
(732, 0.5), (732, 10000)
(732, 0.5), (745, 0.5)
(745, 0.5), (745, 10000)
(745, 10000), (756, 10000)
(756, 0.5), (756, 10000)
(756, 0.5), (762, 0.5)
(762, 0.5), (762, 10000)
(762, 10000), (768, 10000)
(768, 0.5), (768, 10000)
(768, 0.5), (832, 0.5)
(832, 0.5), (832, 10000)
(832, 10000), (843, 10000)
(843, 0.5), (843, 10000)
(843, 0.5), (860, 0.5)
(860, 0.5), (860, 10000)
(860, 10000), (862, 10000)
(862, 0.5), (862, 10000)
(862, 0.5), (881, 0.5)
(881, 0.5), (881, 10000)
(881, 10000), (891, 10000)
(891, 0.5), (891, 10000)
(891, 0.5), (916, 0.5)
(916, 0.5), (916, 10000)
(916, 10000), (917, 10000)
(917, 0.5), (917, 10000)
(917, 0.5), (919, 0.5)
(919, 0.5), (919, 10000)
(919, 10000), (923, 10000)
(923, 0.5), (923, 10000)
(923, 0.5), (925, 0.5)
(925, 0.5), (925, 10000)
(925, 10000), (933, 10000)
(933, 0.5), (933, 10000)
(933, 0.5), (983, 0.5)
(983, 0.5), (983, 10000)
(983, 10000), (984, 10000)
(984, 0.5), (984, 10000)
(984, 0.5), (986, 0.5)
(986, 0.5), (986, 10000)
(986, 10000), (988, 10000)
(988, 0.5), (988, 10000)
(988, 0.5), (1026, 0.5)
(1026, 0.5), (1026, 10000)
(1026, 10000), (1031, 10000)
(1031, 0.5), (1031, 10000)
(1031, 0.5), (1061, 0.5)
(1061, 0.5), (1061, 10000)
(1061, 10000), (1067, 10000)
(1067, 0.5), (1067, 10000)
(1067, 0.5), (1111, 0.5)
(1111, 0.5), (1111, 10000)
(1111, 10000), (1116, 10000)
(1116, 0.5), (1116, 10000)
(1116, 0.5), (1172, 0.5)
(1172, 0.5), (1172, 10000)
(1172, 10000), (1177, 10000)
(1177, 0.5), (1177, 10000)
(1177, 0.5), (1180, 0.5)
(1180, 0.5), (1180, 10000)
(1180, 10000), (1181, 10000)
(1181, 0.5), (1181, 10000)
(1181, 0.5), (1187, 0.5)
(1187, 0.5), (1187, 10000)
(1187, 10000), (1190, 10000)
(1190, 0.5), (1190, 10000)
(1190, 0.5), (1238, 0.5)
(1238, 0.5), (1238, 10000)
(1238, 10000), (1241, 10000)
(1241, 0.5), (1241, 10000)
(1241, 0.5), (1307, 0.5)
(1307, 0.5), (1307, 10000)
(1307, 10000), (1308, 10000)
(1308, 0.5), (1308, 10000)
(1308, 0.5), (1359, 0.5)
(1359, 0.5), (1359, 10000)
