10956256
1000, 1000
(72, 0), (72, 10000)
(72, 0), (9932.5, 0)
(72, 10000), (74, 10000)
(74, 0.5), (74, 10000)
(74, 0.5), (120, 0.5)
(120, 0.5), (120, 10000)
(120, 10000), (122, 10000)
(122, 0.5), (122, 10000)
(122, 0.5), (124, 0.5)
(124, 0.5), (124, 10000)
(124, 10000), (129, 10000)
(129, 0.5), (129, 10000)
(129, 0.5), (139, 0.5)
(139, 0.5), (139, 10000)
(139, 10000), (140, 10000)
(140, 0.5), (140, 10000)
(140, 0.5), (177, 0.5)
(177, 0.5), (177, 10000)
(177, 10000), (180, 10000)
(180, 0.5), (180, 10000)
(180, 0.5), (285, 0.5)
(285, 0.5), (285, 10000)
(285, 10000), (292, 10000)
(292, 0.5), (292, 10000)
(292, 0.5), (327, 0.5)
(327, 0.5), (327, 10000)
(327, 10000), (328, 10000)
(328, 0.5), (328, 10000)
(328, 0.5), (362, 0.5)
(362, 0.5), (362, 10000)
(362, 10000), (368, 10000)
(368, 0.5), (368, 10000)
(368, 0.5), (370, 0.5)
(370, 0.5), (370, 10000)
(370, 10000), (374, 10000)
(374, 0.5), (374, 10000)
(374, 0.5), (428, 0.5)
(428, 0.5), (428, 10000)
(428, 10000), (430, 10000)
(430, 0.5), (430, 10000)
(430, 0.5), (464, 0.5)
(464, 0.5), (464, 10000)
(464, 10000), (466, 10000)
(466, 0.5), (466, 10000)
(466, 0.5), (482, 0.5)
(482, 0.5), (482, 10000)
(482, 10000), (489, 10000)
(489, 0.5), (489, 10000)
(489, 0.5), (507, 0.5)
(507, 0.5), (507, 10000)
(507, 10000), (509, 10000)
(509, 0.5), (509, 10000)
(509, 0.5), (511, 0.5)
(511, 0.5), (511, 10000)
(511, 10000), (518, 10000)
(518, 0.5), (518, 10000)
(518, 0.5), (534, 0.5)
(534, 0.5), (534, 10000)
(534, 10000), (536, 10000)
(536, 0.5), (536, 10000)
(536, 0.5), (548, 0.5)
(548, 0.5), (548, 10000)
(548, 10000), (548.5, 10000)
(548.5, 0.5), (548.5, 10000)
(548.5, 0.5), (554, 0.5)
(554, 0.5), (554, 10000)
(554, 10000), (555, 10000)
(555, 0.5), (555, 10000)
(555, 0.5), (591, 0.5)
(591, 0.5), (591, 10000)
(591, 10000), (597, 10000)
(597, 0.5), (597, 10000)
(597, 0.5), (608, 0.5)
(608, 0.5), (608, 10000)
(608, 10000), (609, 10000)
(609, 0.5), (609, 10000)
(609, 0.5), (618, 0.5)
(618, 0.5), (618, 10000)
(618, 10000), (618.5, 10000)
(618.5, 0.5), (618.5, 10000)
(618.5, 0.5), (633, 0.5)
(633, 0.5), (633, 10000)
(633, 10000), (634, 10000)
(634, 0.5), (634, 10000)
(634, 0.5), (652, 0.5)
(652, 0.5), (652, 10000)
(652, 10000), (653, 10000)
(653, 0.5), (653, 10000)
(653, 0.5), (759, 0.5)
(759, 0.5), (759, 10000)
(759, 10000), (759.5, 10000)
(759.5, 0.5), (759.5, 10000)
(759.5, 0.5), (770, 0.5)
(770, 0.5), (770, 10000)
(770, 10000), (772, 10000)
(772, 0.5), (772, 10000)
(772, 0.5), (814, 0.5)
(814, 0.5), (814, 10000)
(814, 10000), (818, 10000)
(818, 0.5), (818, 10000)
(818, 0.5), (820, 0.5)
(820, 0.5), (820, 10000)
(820, 10000), (824, 10000)
(824, 0.5), (824, 10000)
(824, 0.5), (870, 0.5)
(870, 0.5), (870, 10000)
(870, 10000), (873, 10000)
(873, 0.5), (873, 10000)
(873, 0.5), (920, 0.5)
(920, 0.5), (920, 10000)
(920, 10000), (920.5, 10000)
(920.5, 0.5), (920.5, 10000)
(920.5, 0.5), (967, 0.5)
(967, 0.5), (967, 10000)
(967, 10000), (967.5, 10000)
(967.5, 0.5), (967.5, 10000)
(967.5, 0.5), (991, 0.5)
(991, 0.5), (991, 10000)
(991, 10000), (993, 10000)
(993, 0.5), (993, 10000)
(993, 0.5), (1039, 0.5)
(1039, 0.5), (1039, 10000)
